volume_weight,frictional_angle,cohesion,DJ_1,DJ_2,DJ_4,DJ_3,ZZJL,ZXZ_YL_1,ZXZ_YL_2,KWC_YL_1,KWC_YL_2,NJB_SZ_11,NJB_SZ_21,YG_A_2,YG_B_2,YG_C_2,YG_D_2,YG_E_2,YG_F_2,DX_DW_2
19.75537229,22.59516965,16.26470311,117592.9603,35.25595668,6290.703971,1.016570397,30.1,5.450830325,5.469819495,4.884277978,4.863971119,80.59927798,78.89891697,99.98736462,117.9963899,168.4945848,168.5306859,169.1931408,148.3772563,-24.0
19.75752025,22.62350593,16.21020312,126330.3213,32.58915663,6364.497992,1.074417671,28.8,5.519859438,5.537228916,4.857871486,4.837048193,85.0,77.88353414,132.1465863,119.2429719,165.9859438,186.7730924,189.3453815,132.3232932,-18.0
19.75975667,22.65656294,16.1534745,125009.6339,36.02196532,6477.052023,1.097032755,30.6,5.525606936,5.543660886,4.86955684,4.849479769,86.45279383,78.85163776,131.1483622,117.0366089,160.9961464,179.8959538,181.3737958,147.0539499,-18.8
19.76207299,22.68733823,16.09637402,123801.9685,38.6523622,6824.045276,1.057204724,29.42,5.521870079,5.541594488,4.929429134,4.907283465,85.17519685,78.10433071,129.1220472,124.3011811,167.0492126,164.9094488,166.6633858,161.9901575,-18.8
19.76436621,22.7187057,16.04103637,122026.4,38.3156,6748.99,1.04128,28.6,5.52232,5.54134,4.93246,4.91104,85.454,78.59,107.024,124.806,169.966,168.12,169.604,166.59,-21.0
19.76658559,22.74914292,15.98358814,121665.7895,40.01275304,7022.672065,1.073157895,28.82,5.582206478,5.597935223,4.940404858,4.916902834,84.0242915,77.77327935,91.03643725,120.6477733,175.2530364,172.8421053,174.888664,172.305668,-23.0
19.76882937,22.78016624,15.93187486,121700.6787,40.12624434,7132.511312,1.065882353,27.0,5.588506787,5.602375566,4.937488688,4.915497738,85.67420814,79.23755656,91.31674208,127.959276,173.260181,170.9049774,172.8348416,170.8755656,-24.0
19.77113106,22.81220803,15.87306409,122876.2475,39.87045908,6986.267465,1.074171657,31.22,5.584610778,5.597744511,4.955409182,4.93255489,85.99401198,79.77045908,85.76447106,127.748503,177.2634731,174.6287425,176.742515,174.9101796,-28.0
19.77322862,22.83903921,15.82372162,123485.0694,40.23492063,7095.833333,1.08452381,29.3,5.580297619,5.596428571,4.962281746,4.939603175,85.71825397,80.22619048,84.57539683,171.1924603,171.7103175,169.0595238,171.4305556,158.0178571,-30.0
19.77548291,22.87022517,15.76701337,122809.4188,39.84529058,7139.839679,1.092024048,28.08,5.574388778,5.599679359,4.948657315,4.926212425,86.0,80.71142285,85.03406814,168.5410822,172.6012024,169.9599198,172.2825651,150.7134269,-32.0
19.77756637,22.90092287,15.71428734,123831.3008,41.66300813,7212.357724,1.032357724,28.4,5.573821138,5.597052846,4.997215447,4.974756098,85.62804878,77.72154472,87.24796748,175.5833333,109.9878049,178.2012195,180.3780488,145.3882114,-32.0
19.77969797,22.92944249,15.66182582,122255.1148,32.60020877,5973.277662,1.294363257,30.0,5.73440501,5.757286013,4.965302714,4.958935282,88.05636743,80.65970772,105.954071,168.6555324,168.131524,165.9164927,158.0041754,144.3465553,-32.0
19.78192621,22.95975555,15.60742417,123180.3922,30.49078431,5995.0,1.362901961,30.1,5.73727451,5.761058824,4.975215686,4.967431373,90.28039216,79.48431373,119.3039216,164.8490196,164.2705882,162.1078431,158.0686275,146.345098,-29.0
19.78396301,22.98891395,15.55351303,124227.6718,36.65381679,6854.389313,1.126755725,30.0,5.729522901,5.758931298,4.989332061,4.982251908,89.0,78.51526718,120.5496183,170.9980916,170.5305344,168.769084,147.4122137,143.1335878,-23.0
19.78611736,23.01953687,15.5017536,124018.3074,33.92849741,6667.772021,1.037823834,30.1,5.729516408,5.751830743,4.993367876,4.981537133,88.0,79.52331606,121.5354059,170.193437,169.8186528,168.9689119,144.2728843,144.6511226,-19.0
19.788143,23.04643057,15.45245993,123718.4433,33.42318105,6609.213198,1.045651438,30.16,5.728240271,5.749780034,4.992284264,4.980253807,88.0,79.86632826,121.6818951,153.7935702,165.8950931,167.0812183,158.1895093,149.8003384,-16.0
19.7903161,23.0751815,15.39987714,123824.6073,38.4008726,6890.52356,0.952844677,28.34,5.732966841,5.753019197,4.993089005,4.99069808,84.7591623,79.71029668,124.9877836,147.0418848,162.2862129,168.4450262,160.3158813,151.9947644,-9.0
19.79248246,23.10432119,15.34927052,123792.3875,38.09636678,6906.360294,0.973944637,28.6,5.729792388,5.749013841,5.000432526,5.003719723,85.84429066,80.12456747,128.8373702,147.0069204,153.5570934,166.9567474,162.3875433,154.884083,-4.0
19.79449439,23.13495393,15.29471639,122495.1973,36.88782161,6748.662093,0.986895369,29.38,5.728181818,5.747650086,5.017049743,4.986003431,86.35849057,81.12864494,133.6843911,147.1252144,146.9982847,158.6106346,159.0531732,157.651801,2.6
19.79643805,23.1599115,15.24904867,121621.8472,38.51474245,6786.554174,0.978117229,29.88,5.729804618,5.748028419,4.998223801,4.960817052,86.94849023,83.01420959,133.1225577,141.5364121,143.5044405,160.4689165,158.7886323,158.1829485,6.4
19.79857694,23.18928847,15.19745174,122117.6759,36.34533552,6786.202946,1.000752864,29.02,5.728608838,5.747725041,5.053649755,5.024893617,85.25368249,80.33224223,134.7986907,136.2144026,139.3649755,166.0540098,159.7626841,161.2978723,8.0
19.80054963,23.21726943,15.1449269,123265.8261,37.35321739,6825.878261,0.981426087,28.4,5.830173913,5.863721739,5.029026087,5.000869565,86.42086957,81.75304348,134.5026087,136.1043478,139.2852174,165.6017391,166.4104348,164.7530435,11.8
19.79783425,23.25366851,15.11316022,125250.9434,32.59073756,6605.111492,1.074030875,30.2,5.972487136,5.992590051,5.108713551,5.077152659,87.32246998,80.0,126.9794168,150.8147513,146.4768439,167.3001715,168.0891938,165.7701544,8.0
19.79395996,23.29751947,15.07917686,125411.8237,32.42024433,6391.876091,1.139790576,29.06,5.969808028,5.990907504,5.131588133,5.104188482,88.81326353,79.42931937,144.7033159,136.1291449,136.7923211,167.1780105,169.2303665,166.4991274,4.8
19.79027124,23.34092132,15.04839722,125352.2593,31.95913556,6050.373281,1.273870334,29.16,5.970530452,5.991414538,5.118113949,5.092789784,87.0,79.50491159,145.6797642,139.5579568,135.2180747,165.7721022,168.324165,165.4282908,2.0
19.74367481,23.84368696,14.67417669,127043.8538,29.91245847,6038.687708,1.224352159,21.2,5.936229236,5.967408638,5.162923588,5.140863787,87.63787375,76.86877076,143.5847176,155.0332226,159.2458472,160.89701,160.7292359,157.4036545,1.0
19.71076647,24.20615227,14.40062804,124781.1189,33.17727273,6121.879371,1.210664336,29.1,6.04034965,6.062622378,5.195664336,5.164038462,87.88461538,77.02447552,138.7395105,145.7867133,160.1136364,158.2534965,159.6171329,157.9090909,-8.0
19.68708563,24.19033662,14.3218354,127925.4,36.9878,6301.245,1.15432,28.18,6.047,6.066,5.19078,5.16016,92.958,76.094,131.772,157.338,165.516,163.376,165.218,163.454,-11.6
19.66596343,24.18264928,14.24227081,126768.7371,35.00662526,6193.664596,1.227246377,24.2,6.044244306,6.06689441,5.215672878,5.18826087,91.0,77.8757764,127.9544513,154.8219462,165.3354037,162.7267081,164.8136646,162.8819876,-14.0
19.64486017,24.17060401,14.17009322,126243.128,35.93530806,6320.165877,1.209099526,27.5,6.048341232,6.070236967,5.203388626,5.175687204,91.8957346,78.77725118,127.8744076,156.7725118,163.7985782,161.1800948,163.5781991,161.528436,-17.0
19.62605867,24.16096939,14.09751276,124544.0574,35.72315574,6316.331967,1.220819672,27.84,6.052561475,6.072397541,5.210655738,5.17977459,90.29303279,78.70491803,127.0102459,149.9159836,162.5163934,159.9897541,162.1086066,160.2069672,-20.0
19.60504459,24.15169427,14.02202548,123416.6976,33.13265306,6073.2282,1.236178108,28.0,5.878701299,5.901576994,5.091818182,5.063840445,87.42857143,77.99628942,132.3506494,154.8330241,157.5602968,155.5621521,157.2857143,155.5231911,-22.0
19.5840565,24.14125207,13.94448403,123159.0361,32.86084337,6005.264391,1.288433735,28.2,5.872710843,5.898654618,5.092610442,5.065040161,87.0,80.20481928,135.2690763,148.6807229,152.6967871,156.6927711,158.5963855,156.7289157,-26.0
